Fecha,Superior,Regular,Diesel
21-jun-2023,33.08,31.79,26.25
22-jun-2023,33.08,31.79,26.25
23-jun-2023,33.08,31.79,26.25
24-jun-2023,33.08,31.79,26.25
25-jun-2023,33.08,31.79,26.25
26-jun-2023,33.08,31.79,26.25
27-jun-2023,34.16,32.66,27.00
28-jun-2023,34.16,32.66,27.00
29-jun-2023,34.16,32.66,27.00
30-jun-2023,34.16,32.66,27.00
01-jul-2023,34.16,32.66,27.00
02-jul-2023,34.16,32.66,27.00
03-jul-2023,34.16,32.66,27.00
04-jul-2023,33.52,32.01,26.97
05-jul-2023,33.52,32.01,26.97
06-jul-2023,33.52,32.01,26.97
07-jul-2023,33.52,32.01,26.97
08-jul-2023,33.52,32.01,26.97
09-jul-2023,33.52,32.01,26.97
10-jul-2023,33.51,32.01,26.96
11-jul-2023,33.51,32.01,26.96
12-jul-2023,33.51,32.01,26.96
13-jul-2023,33.51,32.01,26.96
14-jul-2023,33.51,32.01,26.96
15-jul-2023,33.51,32.01,26.96
16-jul-2023,33.51,32.01,26.96
17-jul-2023,33.78,32.28,27.47
18-jul-2023,33.78,32.28,27.47
19-jul-2023,33.78,32.28,27.47
20-jul-2023,33.78,32.28,27.47
21-jul-2023,33.78,32.28,27.47
22-jul-2023,33.78,32.28,27.47
23-jul-2023,33.78,32.28,27.47
24-jul-2023,34.78,33.28,28.47
25-jul-2023,34.78,33.28,28.47
26-jul-2023,34.78,33.28,28.47
27-jul-2023,34.78,33.28,28.47
28-jul-2023,34.78,33.28,28.47
29-jul-2023,34.78,33.28,28.47
30-jul-2023,34.78,33.28,28.47
31-jul-2023,36.29,34.77,29.68
01-ago-2023,36.29,34.77,29.68
02-ago-2023,36.29,34.77,29.68
